id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
38606783,"本公寓地处哈佛大学中心,步行至哈佛广场3分钟,高档公寓,私密性好,是了解世界顶级名校的绝佳之处｡",258262452,Wenzhen,,Mid-Cambridge,42.37247,-71.11559,Private room,70,91,0,,,1,0
38623699,"Spacious, Modern Apt., Great Neighborhood!",84735731,Hillary,,Wellington-Harrington,42.37118,-71.09738,Entire home/apt,215,3,4,2019-11-03,0.46,1,0
38656707,"Smart Central Square 1BR w/ W/D, near MIT & Kendall Square, by Blueground",107434423,Blueground,,The Port,42.36566,-71.10231,Entire home/apt,177,32,0,,,33,0
38779533,"Immaculate, charming, single-family in Cambridge!",33600775,Doreen,,North Cambridge,42.40151,-71.13525,Entire home/apt,350,2,0,,,1,0
38779928,"Lovely room, Great Location in Cambridge",6839881,Lisan,,Neighborhood Nine,42.38863,-71.12618,Private room,77,33,0,,,8,0
38817473,Cambridge 超级舒适的公主风格房,23086232,Angela,,Neighborhood Nine,42.38904,-71.1385,Shared room,60,91,0,,,1,90
38820941,MIT and Harvard  very close whole house,222601907,Agel,,Wellington-Harrington,42.36997,-71.09425,Entire home/apt,65,91,3,2019-11-07,0.34,5,0
38849280,New 3 Bedroom In The Heart of Inman Square,297454277,Michael,,Wellington-Harrington,42.37412,-71.09947,Entire home/apt,250,2,19,2020-06-17,2.20,1,228
38854719,100 Memorial Dr. (on MIT campus),297509164,Hui,,Area 2/MIT,42.35964,-71.08681,Private room,60,91,1,2019-10-14,0.12,1,89
38915459,"Mod Kendall Square 1BR w/ W/D, near Mass General Hospital, by Blueground",107434423,Blueground,,East Cambridge,42.36684,-71.08217,Entire home/apt,180,32,0,,,33,0
38925812,**Harvard/MIT/ HKS/Central Sq. Cosy bedroom*,281388351,John,,Mid-Cambridge,42.36999,-71.1124,Private room,130,1,5,2020-01-22,0.59,3,0
38960329,Harvard Law- Simple Sunlit Queen,140051530,Beth,,Agassiz,42.37988,-71.11802,Private room,110,2,6,2020-03-01,0.71,1,179
39000981,Large Private Room with Walk-inCloset,120556334,Zixiao,,East Cambridge,42.37085,-71.07742,Private room,100,91,4,2019-12-12,0.55,1,108
39228046,Cozy and quiet - cambridge,252615703,M&M,,North Cambridge,42.39453,-71.14161,Private room,180,91,2,2019-10-16,0.24,4,0
39239952,"Trendy Kendall Square 1BR w/ W/D, close to MIT, by Blueground",107434423,Blueground,,East Cambridge,42.36684,-71.08217,Entire home/apt,188,32,0,,,33,0
39334004,Spacious 2 bd 2 bth near Harvard w/ parking & yard,2180325,Aysin,,West Cambridge,42.3829,-71.13583,Entire home/apt,125,2,12,2020-04-22,2.07,1,26
39340799,Tasteful 2 bedroom near Harvard Square,302175273,Angela,,Mid-Cambridge,42.37738,-71.10793,Entire home/apt,149,2,30,2020-05-07,3.64,1,11
39380202,"Unique 2400 sf, 4 br huge loft - Newly Renovated",21507247,Otto,,North Cambridge,42.39153,-71.13411,Entire home/apt,400,4,3,2020-03-09,0.36,2,292
39530972,"Modern 2BR in Cambridge, Gym + Pet-Friendly",48005494,Zeus,,East Cambridge,42.37348,-71.07885,Entire home/apt,176,31,0,,,12,8
39553011,"Modern Studio in Cambridge, Gym + Pet-Friendly",48005494,Zeus,,East Cambridge,42.37245,-71.07754,Entire home/apt,119,31,0,,,12,232
39555362,"Fantastic Studio in Cambridge, Gym + Pet-Friendly",48005494,Zeus,,Area 2/MIT,42.36235,-71.08891,Entire home/apt,127,31,0,,,12,26
39557106,"Charming Studio in Cambridge, Gym + Pet-Friendly",48005494,Zeus,,Area 2/MIT,42.36195,-71.08689,Entire home/apt,116,31,0,,,12,135
39557295,"Beautiful 2BR in Cambridge, Gym + Pet-Friendly",48005494,Zeus,,East Cambridge,42.36382,-71.08703,Entire home/apt,190,31,0,,,12,92
39557365,"Beautiful Studio in Cambridge, Gym + Pet-Friendly",48005494,Zeus,,Area 2/MIT,42.36401,-71.08816,Entire home/apt,124,31,0,,,12,84
39581461,Modern Bedroom located  in  Cambridge,86548243,Tony,,East Cambridge,42.37162,-71.0807,Private room,78,2,5,2020-01-30,0.65,2,0
39608947,Upstairs in Central Square,1152305,Greg,,The Port,42.36476,-71.10263,Entire home/apt,110,30,2,2020-06-01,0.57,5,49
39701982,"Clean,private big room with view ,TV,Wifi",303490167,Magdy,,Neighborhood Nine,42.3858,-71.11953,Private room,100,1,2,2020-04-30,0.32,1,179
39728795,"New House near Harvard, MIT, Davis Square ...",26102116,Bob,,North Cambridge,42.39191,-71.13079,Entire home/apt,2250,2,10,2020-03-10,1.70,1,62
39747612,Central Square 1BR w/ W/D near MIT & Kendall Square by Blueground,107434423,Blueground,,The Port,42.36475,-71.09995,Entire home/apt,146,32,0,,,33,322
39860203,Near Harvard  and MIT school. Whole quite house,222601907,Agel,,Wellington-Harrington,42.3684,-71.09399,Entire home/apt,78,6,2,2020-03-02,0.39,5,0
39864033,MIT Harvard very close whole house !,222601907,Agel,,Wellington-Harrington,42.36922,-71.09533,Entire home/apt,68,91,0,,,5,0
39895736,Pet-Friendly Furnished 2BR in Cambridge,48005494,Zeus,,Cambridgeport,42.36456,-71.10253,Entire home/apt,162,31,1,2020-04-30,0.57,12,0
39896724,The NERDpartment in the heart of Cambridge,30490587,Young Jae,,East Cambridge,42.37034,-71.08648,Entire home/apt,120,2,7,2020-03-16,1.34,1,242
39908171,"Well-Located Porter Square 1BR in Harvard Square, by Blueground",107434423,Blueground,,Agassiz,42.38509,-71.11703,Entire home/apt,155,32,0,,,33,324
39908320,"Porter Square 1BR w/ W/D in building, by Blueground",107434423,Blueground,,Agassiz,42.38547,-71.1168,Entire home/apt,164,32,0,,,33,356
39908347,"Porter Square 1BR w/ W/D in building in Harvard Square, by Blueground",107434423,Blueground,,Agassiz,42.38547,-71.1168,Entire home/apt,164,32,0,,,33,293
39908417,"Harvard Sq 1BR w/ Balcony, near Shops & Campus by Blueground",107434423,Blueground,,Mid-Cambridge,42.37025,-71.1085,Entire home/apt,158,32,0,,,33,249
39918050,Pet-Friendly Furnished 1BR in Cambridge,48005494,Zeus,,The Port,42.36603,-71.10346,Entire home/apt,116,31,0,,,12,0
39918227,"Lovely Furnished 2BR in Cambridge, Pet-Friendly",48005494,Zeus,,Mid-Cambridge,42.36669,-71.10351,Entire home/apt,157,31,1,2020-06-03,1,12,161
39984608,Living room space in a minimalist apartment!,21386144,Tina,,Cambridgeport,42.35859,-71.10966,Shared room,80,1,0,,,1,0
40064240,10 Minutes To Harvard,55480078,Sami,,Strawberry Hill,42.37732,-71.14971,Private room,29,1,10,2020-03-01,1.44,3,0
40064507,Just Ten Minutes To Harvard,55480078,Sami,,Strawberry Hill,42.37678,-71.14914,Private room,28,1,8,2020-03-15,1.14,3,345
40423832,Central Square 1BR w/ W/D near Redline by  Blueground,107434423,Blueground,,Mid-Cambridge,42.36832,-71.10231,Entire home/apt,133,32,0,,,33,0
40453443,Good new room in good old house.,9939488,Dan,,Neighborhood Nine,42.38876,-71.12688,Private room,35,91,0,,,6,360
40552282,"Large 4/5 bed,MIT, Harvard,Tufts,close to Red Line",96961013,Deb,,North Cambridge,42.39327,-71.13391,Entire home/apt,250,28,0,,,1,32
40564625,"Renovated 3 bed,1.5 bath, close to MIT, Harvard",31340713,Kama,,Riverside,42.3636,-71.11252,Entire home/apt,250,31,0,,,7,131
40565168,"Renovated 3 Bed,1.5 Bath Close to Harvard and MIT",266312920,STARS Of,,Riverside,42.36316,-71.1137,Entire home/apt,250,31,0,,,6,131
40651373,"Large, unique & sunny renovated Loft w/ parking",21507247,Otto,,North Cambridge,42.39188,-71.13495,Entire home/apt,400,4,1,2020-01-25,0.20,2,23
40677231,"Spacious bedroom in Cambridge, MA",73257980,Mayron,,Wellington-Harrington,42.37305,-71.09448,Private room,59,2,0,,,1,0
40724856,** Cosy bedroom / Harvard/ MIT/ Kendal/Central*,281388351,John,,Mid-Cambridge,42.3709,-71.11167,Private room,99,1,0,,,3,0
40757650,Walk  To Harvard!,55480078,Sami,,West Cambridge,42.37764,-71.14756,Entire home/apt,149,1,6,2020-02-22,0.97,3,365
40778267,"private bedroom and living room,Wifi,TV, breakfast",316668023,Sarah,,Neighborhood Nine,42.38545,-71.12071,Private room,65,1,1,2020-01-01,0.17,14,360
40795090,"Private room , wifi , TV, breakfast, view",316668023,Sarah,,Neighborhood Nine,42.38464,-71.12059,Private room,80,1,2,2020-01-15,0.34,14,0
40796021,"private bed and living rooms,Wifi,TV, breakfast",316668023,Sarah,,Neighborhood Nine,42.38461,-71.11945,Private room,160,1,0,,,14,365
40801804,4 Beds **Free Parking** 3-min walk to subway,227996806,Mary,,North Cambridge,42.39024,-71.12259,Entire home/apt,170,30,6,2020-05-17,1.24,5,325
40807339,"The Historic George Gale House, Lavender Room",16437750,Sue,,Mid-Cambridge,42.36738,-71.1053,Private room,120,2,1,2020-03-28,0.35,1,0
40807711,*Free Parking* 3-min walk to subway,227996806,Mary,,North Cambridge,42.38989,-71.12259,Entire home/apt,210,1,14,2020-05-29,2.53,5,21
40814027,"*Spacious bedroom, Harvard/MIT/ Central Sq/HKS/HLS",281388351,John,,Mid-Cambridge,42.37038,-71.11333,Private room,99,1,4,2020-03-10,0.89,3,87
40814215,8BD/8BTH MANSARD (SLEEPS 8-36),81038,Louisa,,Mid-Cambridge,42.3677,-71.10584,Entire home/apt,2500,1,0,,,8,270
40816851,"Private cozy room wifi 2 beds , TV and breakfast",316668023,Sarah,,Agassiz,42.38437,-71.11859,Private room,75,1,0,,,14,0
40817274,"private 2 rooms ,Wifi,TV, breakfast",316668023,Sarah,,Neighborhood Nine,42.3839,-71.12067,Private room,110,1,1,2020-01-14,0.19,14,358
40820452,Cozy Studio in Cambridgeport,61000978,Scarlet,,Cambridgeport,42.35633,-71.11028,Entire home/apt,74,1,16,2020-03-20,2.86,1,0
40957399,Walk to Harvard/MIT queen bed 1st Floor Central,28239381,Romain,,Riverside,42.36567,-71.1078,Private room,49,2,2,2020-02-26,0.50,1,0
41056764,Kool furnished bedroom NR central Sq Redline,320886104,Chet,,Cambridgeport,42.36241,-71.10161,Private room,75,4,0,,,1,0
41087815,"Great Location,  great community, top management.",300779126,Carolyn,,North Cambridge,42.39311,-71.14123,Private room,75,91,0,,,1,362
41223077,"Corner Kendall Sq 1BR w/ Office Nook, Gym near MIT by Blueground",107434423,Blueground,,Area 2/MIT,42.36175,-71.08701,Entire home/apt,188,32,0,,,33,357
41371692,GORGEOUS APT by HARDVARD! 2BR/1Bath+ 1 Parking!,205567786,Mary & Ignacio,,Strawberry Hill,42.37843,-71.15448,Entire home/apt,199,7,5,2020-05-03,1.08,3,323
41379642,Sweet Sunny Spacious Cambridgeport 1 BR,3406022,Jamie,,Cambridgeport,42.35515,-71.11166,Entire home/apt,120,5,0,,,1,0
41399965,STUNNING HARVARD APT! 2Bedrooms/1Bath+ 2 Parking!,205567786,Mary & Ignacio,,Strawberry Hill,42.3768,-71.15405,Entire home/apt,199,7,6,2020-05-27,1.21,3,306
41449656,BEAUTIFUL 3BR FULL APARTMENT: HARVARD / PORTER,5105222,Maria,,West Cambridge,42.38306,-71.13271,Entire home/apt,245,3,1,2020-01-25,0.20,1,10
41569941,Beautiful condo near Harvard Square,81016862,Gaytri,,West Cambridge,42.38382,-71.1351,Private room,53,91,0,,,4,172
41570879,Cozy PRIVATE room in luxury setting (Harvard-MIT),324990049,Sally,,North Cambridge,42.39498,-71.14274,Private room,150,1,0,,,1,48
41576497,Pet Friendly East Cambridge 1BR w/ Gym & W/D in unit by Blueground,107434423,Blueground,,East Cambridge,42.37218,-71.07265,Entire home/apt,155,32,1,2020-04-18,0.46,33,359
41576602,"Cozy East Cambridge 1BR w/ Gym, DM, W/D, nr. Green Line, by Blueground",107434423,Blueground,,East Cambridge,42.37222,-71.07226,Entire home/apt,149,32,1,2020-05-31,1,33,351
41605338,"2bedroom Close to Dwntown,bars/Train&Airport",24061028,Mannie,,The Port,42.37073,-71.09877,Entire home/apt,62,1,3,2020-05-31,1.45,2,74
41665960,VERY CLEAN!  1 bedroom apartment @ Harvard Square,78724014,Maria,,Mid-Cambridge,42.37388,-71.11831,Entire home/apt,107,7,1,2020-02-23,0.25,1,0
41696190,Cozy Bedroom in Central Square,79212975,Zack,,The Port,42.3635,-71.10019,Private room,56,91,0,,,2,90
41740740,HARVARD  . MIT school . Very close .,222601907,Agel,,The Port,42.36811,-71.09418,Private room,75,30,1,2020-03-02,0.27,5,273
41785799,"Airy Central Square 2BR w/ W/D in bldg, near Redline, by Blueground",107434423,Blueground,,Mid-Cambridge,42.36733,-71.10318,Entire home/apt,149,32,0,,,33,0
41830938,Furnished 1BR in Cambridge w/ Concierge + Gym,48005494,Zeus,,Area 2/MIT,42.36346,-71.08806,Entire home/apt,139,31,0,,,12,219
41871493,Cambridge 1BR w/ Gym + Concierge near Transit,48005494,Zeus,,Area 2/MIT,42.36214,-71.08882,Entire home/apt,121,31,0,,,12,246
41871696,"Modern Studio w/ Concierge in Cambridge, + Gym",48005494,Zeus,,Area 2/MIT,42.36211,-71.08683,Entire home/apt,129,31,0,,,12,0
41998167,2 Bed w/ Parking Near Kendall Square & MIT,43450256,Steve,,East Cambridge,42.36776,-71.08045,Entire home/apt,300,20,1,2020-03-11,0.29,15,68
42037691,Room For Rent,67452152,維鴻,,Mid-Cambridge,42.37091,-71.10723,Private room,42,150,1,2020-02-28,0.26,1,140
42089092,"Cozy Central Square 1BR w/ Gym, DM, nr. Central Sq. T Stop, by Blueground",107434423,Blueground,,The Port,42.36441,-71.10105,Entire home/apt,163,32,0,,,33,299
42092857,"Private Room in Cambridge - Harvard, MIT, Tufts",31340713,Kama,,North Cambridge,42.39409,-71.13533,Private room,55,28,0,,,7,71
42095854,"Fully Furnished Private Room Close to Harvard, MIT",266312920,STARS Of,,North Cambridge,42.39562,-71.13367,Private room,55,28,1,2020-03-16,0.30,6,0
42116124,Cambridge Harvard - MIT Great Room 1,19788941,Jean Manuel,,The Port,42.36827,-71.09591,Private room,49,91,0,,,2,365
42153289,"Beautiful, spacious and sunny 1-bedroom",85005254,Nicolas,,Neighborhood Nine,42.37964,-71.12466,Entire home/apt,85,92,0,,,1,0
42231352,Beautiful light filled 3 bedroom summer rental,216438589,Laurie,,The Port,42.36838,-71.10077,Entire home/apt,285,91,0,,,1,173
42242371,"Comfy, bright and private Room, Boston",316668023,Sarah,,Neighborhood Nine,42.38387,-71.12024,Private room,125,1,0,,,14,365
42250515,"Comfortable, convenient private Room",316668023,Sarah,,Neighborhood Nine,42.38411,-71.11964,Private room,125,1,0,,,14,330
42250776,"Big charming Room, WiFi",316668023,Sarah,,Neighborhood Nine,42.38484,-71.11979,Private room,125,1,0,,,14,0
42250936,"Modern comfy Room, Free WiFi, Boston",316668023,Sarah,,Neighborhood Nine,42.38372,-71.12012,Private room,125,1,0,,,14,365
42270014,Beautiful 3BR 3 Private Bathroom in Cambridge,335852041,Weiguo,,North Cambridge,42.39286,-71.12586,Private room,224,1,1,2020-02-14,0.23,2,266
42285285,Triple big private Room,316668023,Sarah,,Agassiz,42.38391,-71.119,Private room,125,1,0,,,14,365
42285406,Standard modern room,316668023,Sarah,,Neighborhood Nine,42.38567,-71.12108,Private room,125,1,0,,,14,365
42298895,"BBR w/Bath Suite (MIT,Longwood Medical,Fenway,BU)",17476640,John / Evelyn,,Cambridgeport,42.36054,-71.11028,Private room,135,7,0,,,3,81
42300297,"Cambridge Private Room Steps to MBTA, Harvard, MIT",31340713,Kama,,North Cambridge,42.39384,-71.13326,Private room,38,28,1,2020-05-01,0.57,7,31
42300472,"Cozy Private Room in Cambridge, Steps to Red Line",266312920,STARS Of,,North Cambridge,42.39536,-71.13335,Private room,38,28,0,,,6,31
42302430,"Luxuries private Room, WiFi, Parking",316668023,Sarah,,Neighborhood Nine,42.38364,-71.12109,Private room,125,1,0,,,14,0
42302589,"Outstanding Room, heart of Boston",316668023,Sarah,,Neighborhood Nine,42.38583,-71.12125,Private room,125,1,0,,,14,365
42308453,Elegant large 1400sq   modern 2bdr Loft,5161972,Johanna,,North Cambridge,42.39472,-71.1265,Entire home/apt,200,3,0,,,1,0
42317247,"Comfy Private Room in a 5Bed, 2Bath, Steps to MBTA",31340713,Kama,,North Cambridge,42.39509,-71.13493,Private room,38,28,0,,,7,31
42317412,"Beautiful Private Room in Cambridge, Harvard - MIT",266312920,STARS Of,,North Cambridge,42.39386,-71.13457,Private room,38,28,0,,,6,31
42333608,"Private suite in centrally located, cozy home",176766689,Carol,,Cambridgeport,42.35838,-71.10793,Entire home/apt,111,2,0,,,1,255
42357558,2 Bed 1 Bath Near MIT,43450256,Steve,,East Cambridge,42.36765,-71.07823,Entire home/apt,250,21,0,,,15,0
42384429,D1 Porter Sq Private Bedroom,146608239,Alpaslan,,Neighborhood Nine,42.38677,-71.12263,Private room,110,31,0,,,9,90
42384625,D2 Private Room at Porter Sq,146608239,Alpaslan,,Neighborhood Nine,42.38855,-71.1224,Private room,110,31,0,,,9,0
42384839,D3 Private Room at Porter Sq,146608239,Alpaslan,,Neighborhood Nine,42.38704,-71.12258,Private room,110,31,0,,,9,89
42385082,H1 Private Room by Harvard Uni,146608239,Alpaslan,,The Port,42.37114,-71.09769,Private room,110,31,0,,,9,89
42385305,H2 Private room close to Harvard Uni,146608239,Alpaslan,,The Port,42.36995,-71.09788,Private room,110,31,0,,,9,90
42385399,H3 Private Room close to Harvard Uni,146608239,Alpaslan,,The Port,42.36978,-71.09722,Private room,110,31,0,,,9,89
42385619,J1 Private room close to MIT & BU,146608239,Alpaslan,,Cambridgeport,42.35867,-71.10783,Private room,110,31,0,,,9,90
42385742,J3 Private Bedroom close to BU & MIT,146608239,Alpaslan,,Cambridgeport,42.35764,-71.10772,Private room,110,31,0,,,9,89
42385892,J2 Private Room close to MIT and BU,146608239,Alpaslan,,Cambridgeport,42.35931,-71.10707,Private room,110,31,0,,,9,89
42434594,Private BR Suite near MIT/Fenway/BU/ Charlis River,17476640,John / Evelyn,,Cambridgeport,42.35879,-71.10897,Private room,130,7,0,,,3,81
42509402,A comfy bedroom w/ private bathroom near Alewife T,29511803,Ke,,North Cambridge,42.39409,-71.13196,Private room,53,2,1,2020-03-01,0.26,3,90
42566945,Beautiful guest room with private bathroom,335852041,Weiguo,,North Cambridge,42.39242,-71.1268,Private room,128,2,0,,,2,0
42580966,Light Filled Bedroom,46244537,Rhett,,Riverside,42.36551,-71.11073,Private room,65,91,0,,,1,83
42638417,Large King sized bedroom in beautiful Harvard sq!,81016862,Gaytri,,Neighborhood Nine,42.38389,-71.13141,Private room,53,91,0,,,4,203
42660737,3 Elegant condo between Harvard and MIT,21895566,Marcela,,The Port,42.36614,-71.10311,Private room,55,91,0,,,5,365
42663517,Luxury apartment Boston with river view,336537667,Mohamed,,East Cambridge,42.36917,-71.07348,Entire home/apt,370,1,0,,,2,365
42664410,Luxury Boston Apartment Fenway,158837906,Hesham,,East Cambridge,42.36889,-71.07389,Entire home/apt,450,1,0,,,1,365
42700675,Two private rooms & a living room,316668023,Sarah,,Neighborhood Nine,42.38531,-71.12111,Private room,350,1,0,,,14,365
42787897,Huge Industrial Loft in heart of Central Sq!,4700156,Alexa,,Cambridgeport,42.36301,-71.10019,Entire home/apt,114,3,1,2020-03-09,0.29,1,0
42789288,Fully-Furnished 2BR near Harvard Sq: HBS HKS MIT,23078,Eric,,North Cambridge,42.39104,-71.12074,Entire home/apt,199,91,0,,,2,170
42795388,"Spacious, Sunny Room in Cambridge - Inman Square!",340875642,Benjamin,,Wellington-Harrington,42.37141,-71.09664,Private room,70,4,1,2020-03-22,0.33,1,0
42888495,Convenient Studio *parking* 3-min. walk to subway,227996806,Mary,,North Cambridge,42.3913,-71.12066,Entire home/apt,136,30,7,2020-05-31,2.41,5,293
42946067,"Airy Central Square 1BR w/ Gym, DM, nr. Central Sq. T, by Blueground (BOS256)",107434423,Blueground,,Cambridgeport,42.3634,-71.10068,Entire home/apt,158,32,0,,,33,1
42950780,"Cozy and Clean Apt near Harvard,MIT & BU!",118205164,Berta,,Wellington-Harrington,42.37745,-71.10126,Entire home/apt,260,1,0,,,1,180
43111083,Bright 1BED in Luxury Building w/ In-unit Laundry,31340713,Kama,,Cambridge Highlands,42.39257,-71.14627,Entire home/apt,100,91,0,,,7,93
43111801,"Fully Furnished 1Bed in Luxe Bldg, Elevator, Lndry",266312920,STARS Of,,Cambridge Highlands,42.39114,-71.14759,Entire home/apt,117,91,0,,,6,93
43189501,Modern room in Central square,79212975,Zack,,The Port,42.36529,-71.1,Private room,55,91,0,,,2,281
43222795,"Largest Private Room in 5Bed, 2Bath, Steps to MBTA",31340713,Kama,,North Cambridge,42.39339,-71.13467,Private room,42,28,0,,,7,32
43223000,"Large Private Room in Cambridge, Harvard - MIT",266312920,STARS Of,,North Cambridge,42.39541,-71.13373,Private room,42,28,0,,,6,32
43224620,Private room sublet (Jun-Aug) in Harvard Square,2229384,Angela,,Mid-Cambridge,42.37182,-71.11401,Private room,98,91,0,,,1,65
43250287,Take the room now and get discounts!,46751325,Jiwon,,Wellington-Harrington,42.36911,-71.09122,Private room,39,120,0,,,1,365
43431747,Luxury boston apartment amazing location,336537667,Mohamed,,East Cambridge,42.3681,-71.07258,Entire home/apt,370,1,0,,,2,1
43488299,"Furnished Private Room in a 4/5 Bed, 2Bath Home",31340713,Kama,,North Cambridge,42.39468,-71.13373,Private room,47,28,0,,,7,32
43507072,Master bedroom in Lux 3BR between MIT and Harvard,21631889,Ling Yi,,The Port,42.36902,-71.09839,Private room,112,90,0,,,15,98
43507782,Cambridge Center 3rd fl Back Bedroom Private Bath,346996001,Dimitar,,Cambridgeport,42.36073,-71.10562,Private room,45,2,0,,,1,6
43508069,Cozy Bedroom in Lux 3BR between MIT and Harvard,21631889,Ling Yi,,The Port,42.36892,-71.09854,Private room,67,90,0,,,15,0
43540382,"MIT, Harvard. Cherry Room, Private Bathroom",190111214,Zamira,,Cambridgeport,42.35907,-71.10702,Private room,71,2,0,,,7,0
43542233,MIT Harvard. Nice Room Full Private Bath 2nd Fl,190111214,Zamira,,Cambridgeport,42.35954,-71.10561,Private room,71,32,0,,,7,179
43546186,"MIT, Harvard. Cozy Large Bedroom Semiprivate bthr",190111214,Zamira,,Cambridgeport,42.36079,-71.1073,Private room,71,32,0,,,7,172
43554389,private suite on quiet lane in renovated cottage,6500980,Barbara,,Cambridgeport,42.36324,-71.10637,Private room,80,2,0,,,1,263
43557078,"MIT, Harvard. Quiet Bedroom Semiprivate Bathroom",190111214,Zamira,,Cambridgeport,42.36061,-71.10587,Private room,50,32,0,,,7,172
43566154,"MIT, Harvard 3rd Fl. Back Bedroom, Full Priv Bath",190111214,Zamira,,Cambridgeport,42.35942,-71.10787,Private room,72,32,0,,,7,0
43566913,"MIT, Harvard. Sunny Bedroom, Full Private Bathroom",190111214,Zamira,,Cambridgeport,42.36081,-71.10782,Private room,72,32,0,,,7,171
43567939,"MIT, Harvard. Top 2-room studio",190111214,Zamira,,Cambridgeport,42.3605,-71.10704,Private room,93,32,0,,,7,1
43655400,"Renovated, Clean Private Room for Female Guests",137754684,Mikah,,Mid-Cambridge,42.37148,-71.10687,Private room,65,1,0,,,1,361
43704373,"MIT, Harvard. East Bedroom, Semiprivate Bathroom",347407976,Alexander,,Cambridgeport,42.36071,-71.10572,Private room,46,2,0,,,12,172
43711601,"MIT, Harvard 1st Fl. Back Bedroom,  Private Bath",347407976,Alexander,,Cambridgeport,42.35969,-71.10779,Private room,62,2,0,,,12,171
43723071,MIT Harvard Large Chocolate Room Semiprivate bthr,347407976,Alexander,,Cambridgeport,42.35952,-71.10792,Private room,56,2,0,,,12,267
43729550,* Spacious 2 bed apt with park*Harvard/Central/MIT,349386128,Rahul,,Mid-Cambridge,42.37078,-71.11282,Entire home/apt,149,2,0,,,1,178
43736675,"MIT, Harvard. Quiet bedroom, semiprivate bathroom",347407976,Alexander,,Cambridgeport,42.36062,-71.10559,Private room,49,2,0,,,12,286
43738940,"MIT, Harvard. Nice Room, Full Private Bath, 2nd Fl",347407976,Alexander,,Cambridgeport,42.36053,-71.10791,Private room,69,2,0,,,12,323
43739916,"MIT, Harvard 3rd Fl. Back Bedroom, Full Priv Bath",347407976,Alexander,,Cambridgeport,42.36074,-71.10579,Private room,72,2,0,,,12,1
43747945,"MIT, Harvard. Sunny Bedroom, Full Private Bathroom",347407976,Alexander,,Cambridgeport,42.35943,-71.10705,Private room,68,32,0,,,12,0
43748426,"MIT, Harvard Cozy Large Bedroom Semiprivate bthr",347407976,Alexander,,Cambridgeport,42.35944,-71.10648,Private room,58,2,0,,,12,310
43748655,"MIT, Harvard. Top 2-room studio",347407976,Alexander,,Cambridgeport,42.35939,-71.10736,Private room,99,2,0,,,12,182
43749528,"MIT, Harvard. Cherry Room, Private Bath 2nd Floor",347407976,Alexander,,Cambridgeport,42.35899,-71.10647,Private room,72,2,0,,,12,214
43750288,"Harvard MIT 1st Floor Room, Private Basement Bath",347407976,Alexander,,Riverside,42.36524,-71.11153,Private room,58,2,0,,,12,294
43776888,"Inman Sq w/ king, queen, 2 baths near Harvard/MIT!",33732363,Jeff,,Mid-Cambridge,42.37604,-71.10452,Entire home/apt,275,6,0,,,1,14
43777157,Harvard MIT BU -Private Entrance Semiprivate bath,347407976,Alexander,,Riverside,42.36447,-71.11212,Private room,54,2,0,,,12,332
43806155,Beautiful 14th floor view mins from MGH - Evonify,212359760,Evonify,,East Cambridge,42.36461,-71.06792,Entire home/apt,299,13,0,,,1,0
43820544,Luxurious Loft Centrally Located Spectacular View,169911069,Niki,,Riverside,42.36391,-71.11239,Entire home/apt,175,1,0,,,1,177
